0.325162233654	-12.9701160042		0.1
0.352698442242	-13.384588183		0.2
0.478651879805	-10.499432699		0.3
0.585062193245	-9.65853295679		0.4
0.5789153628	-5.67430776043		0.5
0.586657370837	-3.61958043441		0.6
0.556712325435	-1.49544227628		0.7
0.561750811617	-0.318286912597		0.8
0.556776850442	0.00519175252422		0.9
0.551756865195	0.0894650641953		1.0
0.54722764515	0.107603100499		1.1
0.543137190579	0.107138351819		1.2
0.53942915985	0.101513128757		1.3
0.53606096984	0.0946392761379		1.4
0.532997627851	0.0876828498245		1.5
0.530208838614	0.0809959258473		1.6
0.527667835498	0.0746818827073		1.7
0.52535078967	0.0687651596783		1.8
0.523236417393	0.0632436716669		1.9
0.521305670862	0.0581055966992		2.0
0.519541476711	0.053335087204		2.1
0.517928509137	0.0489144355416		2.2
0.516452991439	0.0448250502637		2.3
0.515102521949	0.0410479970571		2.4
-0.0154853917994	-6.70904015077		2.5
0.0825042634246	-7.17055403478		2.6
0.183900536165	-7.34799581017		2.7
0.284074255732	-7.21628219147		2.8
0.378201385451	-6.76422892244		2.9
0.461504757792	-5.99610922836		3.0
0.529521946807	-4.9324117896		3.1
0.578381838644	-3.60956892722		3.2
0.605065114998	-2.0784982254		3.3
0.607619147883	-0.401940183705		3.4
0.592319187773	0.364925936618		3.5
0.578082799823	0.52407498237		3.6
0.566142010074	0.55521738039		3.7
0.556023695794	0.552293148989		3.8
0.547471245998	0.536200750261		3.9
0.540293322845	0.512551778689		4.0
0.534312211949	0.483565684196		4.1
0.529356687103	0.450702067183		4.2
0.525265453761	0.415228191337		4.3
0.52189163158	0.378301238656		4.4
0.519105766146	0.34094603737		4.5
0.516796973785	0.304025957548		4.6
0.514872530373	0.268230072849		4.7
0.513256412339	0.234077885723		4.8
0.511887274434	0.201936628313		4.9
0.510716237904	0.172045240325		5.0
0.509704736171	0.144540176981		5.1
0.508822557567	0.119479782301		5.2
0.508046146943	0.0968654294835		5.3
0.507357178513	0.0766587382821		5.4
0.506741384573	0.0587948989019		5.5
0.50618761165	0.0431925299052		5.6
0.505687071529	0.029760667097		5.7
0.505232755292	0.0184035068027		5.8
0.504818981532	0.00902347486844		5.9
0.504441053712	0.00152310527166		6.0
0.544450328579	-0.00309704206191		6.1
0.500548923861	-0.00902568888964		6.2
0.50051511729	-0.0109804393135		6.3
0.500483409975	-0.0117311079604		6.4
0.500453061981	-0.0111705482799		6.5
0.500423445602	-0.00931351907454		6.6
0.500394043737	-0.00621867283159		6.7
0.500364462512	-0.00195925016024		6.8
0.500334449927	0.00338788352058		6.9
0.500303916651	0.00974626519358		7.0
0.500272956617	0.0170411967394		7.1
0.500241865697	0.0252000307492		7.2
0.5002111572	0.0341519614716		7.3
0.500181573282	0.0438275290908		7.4
0.500154091563	0.0541579110714		7.5
0.500129926368	0.0650740308054		7.6
0.500110524031	0.0765055055407		7.7
0.50009755161	0.0883794617106		7.8
0.500092878265	0.100619258606		7.9
0.500098548388	0.11314317792		8.0
0.500116745461	0.125863155657		8.1
0.50014974561	0.138683652984		8.2
0.500199859909	0.151500782027		8.3
0.500269364838	0.164201818694		8.4
0.500360420894	0.176665243696		8.5
0.500474980271	0.18876145048		8.6
0.500614685784	0.200354240072		8.7
0.5007807647	0.211303183544		8.8
0.500973922865	0.221466870775		8.9
