0.480000 	 10.460000 
1.220000 	 9.660000 
2.680000 	 9.780000 
4.140000 	 9.800000 
5.500000 	 9.740000 
6.740000 	 9.800000 
7.680000 	 9.740000 
8.480000 	 9.340000 
9.362462 	 9.767297 
9.950571 	 9.783634 
10.767387 	 9.783634 
11.420841 	 10.453423 
11.420841 	 9.064835 
11.339159 	 8.411381 
10.620360 	 7.741592 
9.934234 	 8.395045 
10.702042 	 6.696066 
10.244625 	 5.666877 
10.636697 	 4.784715 
10.669369 	 3.755526 
10.702042 	 2.399610 
11.437177 	 0.471922 
10.751051 	 1.092703 
10.391652 	 1.517447 
9.313453 	 1.174384 
8.169910 	 1.125375 
6.993694 	 1.305075 
6.683303 	 2.023874 
6.879339 	 2.906036 
7.630811 	 2.987718 
8.463964 	 3.363453 
9.248108 	 2.595646 
8.496637 	 4.588679 
8.480300 	 5.699550 
8.480300 	 6.745075 
8.480300 	 7.741592 
6.977357 	 8.395045 
6.258559 	 7.692583 
5.997177 	 7.365856 
6.127868 	 6.598048 
6.323904 	 6.124294 
7.222402 	 5.715886 
5.294715 	 5.095105 
7.059039 	 4.359970 
6.454595 	 3.837207 
6.176877 	 0.847658 
5.082342 	 1.027357 
4.575916 	 1.419429 
3.857117 	 1.158048 
2.909610 	 1.125375 
1.782402 	 1.158048 
1.243303 	 1.321411 
0.475495 	 0.488258 
0.883904 	 2.677327 
2.092793 	 2.595646 
2.991291 	 3.510480 
3.661081 	 3.494144 
4.396216 	 3.314444 
5.049670 	 3.706517 
4.804625 	 2.415946 
4.494234 	 5.046096 
3.808108 	 5.715886 
3.170991 	 6.336667 
3.269009 	 7.202492 
4.069489 	 7.594565 
5.016997 	 7.855946 
2.027447 	 8.395045 
2.746246 	 7.692583 
0.916577 	 8.476727 
0.916577 	 7.545556 
0.883904 	 6.565375 
1.406667 	 5.617868 
2.386847 	 5.617868 
2.746246 	 5.993604 
2.501201 	 4.490661 
1.194294 	 5.176787 
0.900240 	 4.000571 
